name,phone,cpf,email,tags
Lucas Oliveira,5566993723604,03425832510,lucas.oliveira991@email.com,"novo, vip"
Maria Santos,5517912634103,21043763273,maria.santos676@email.com,novo
Bruno Gomes,5544910036952,14328197047,bruno.gomes488@email.com,"retorno, novo"
Ana Silva,5599952353254,13854303192,ana.silva86@email.com,"premium, interessado"
João Oliveira,5568921874395,75036669939,joão.oliveira947@email.com,"lead-quente, vip, lead-frio, novo"
João Pereira,5577973732873,17652094276,joão.pereira252@email.com,"interessado, vip"
Fernanda Silva,5576971473965,64967889412,fernanda.silva967@email.com,
Ana Lima,5597930661686,61697496434,ana.lima917@email.com,"lead-frio, novo"
João Alves,5556980170680,60251861278,joão.alves321@email.com,
Pedro Alves,5527992075449,59787692128,pedro.alves927@email.com,"premium, lead-frio, novo, interessado"
Maria Gomes,5590949905928,48718013303,maria.gomes264@email.com,"lead-quente, interessado, lead-frio"
Ana Pereira,5524934896828,23484040852,ana.pereira247@email.com,"novo, vip"
Rafael Ribeiro,5567945457218,15191161053,rafael.ribeiro859@email.com,
Lucas Costa,5537943274878,85159867806,lucas.costa960@email.com,"interessado, lead-quente, premium"
Juliana Rodrigues,5516924326037,13919899228,juliana.rodrigues356@email.com,
Lucas Costa,5586969953902,84288569946,lucas.costa630@email.com,"lead-quente, novo, premium, retorno, interessado"
Fernanda Santos,5519949181362,45140285201,fernanda.santos997@email.com,"lead-frio, lead-quente, interessado, novo, vip"
João Alves,5571977904211,52670325444,joão.alves726@email.com,"retorno, lead-quente, vip"
Bruno Lima,5523951046328,69199676720,bruno.lima372@email.com,"premium, novo, vip, retorno"
Carlos Alves,5531974349363,54412414361,carlos.alves14@email.com,interessado
Carlos Gomes,5572999615634,00493033414,carlos.gomes835@email.com,"premium, retorno"
João Silva,5535975802793,32512340596,joão.silva273@email.com,"lead-frio, novo, premium, interessado"
Ana Oliveira,5518995366055,67457591779,ana.oliveira343@email.com,vip
Bruno Lima,5564972382522,50761215305,bruno.lima48@email.com,"premium, lead-frio, lead-quente, vip, novo"
Rafael Silva,5511920280453,87557984478,rafael.silva775@email.com,"lead-quente, novo"
Fernanda Alves,5575982987276,29695428702,fernanda.alves733@email.com,"vip, premium, retorno, lead-quente, interessado"
Bruno Lima,5574934167734,68232801064,bruno.lima987@email.com,"vip, premium, lead-quente"
Rafael Alves,5555913566813,09673402974,rafael.alves38@email.com,"novo, lead-frio, retorno"
Bruno Gomes,5554980002505,03299832608,bruno.gomes659@email.com,"retorno, premium, interessado, lead-quente, lead-frio"
João Costa,5568971496939,67331025737,joão.costa124@email.com,"interessado, lead-frio"
Maria Santos,5591961345497,85176091584,maria.santos251@email.com,"lead-quente, vip, retorno, interessado"
João Oliveira,5539973267013,14003133735,joão.oliveira463@email.com,
Bruno Lima,5529997650873,02474192760,bruno.lima645@email.com,"retorno, premium, novo, vip"
João Santos,5532922612080,53647860334,joão.santos834@email.com,"premium, retorno"
Ana Santos,5531984125414,72485262074,ana.santos2@email.com,"retorno, lead-quente, vip, premium, novo"
Maria Ribeiro,5575982776840,88707761007,maria.ribeiro528@email.com,lead-frio
Maria Oliveira,5521975611354,39168384698,maria.oliveira485@email.com,
Rafael Lima,5593961722887,91338009016,rafael.lima430@email.com,premium
Rafael Silva,5525926915681,91104092616,rafael.silva849@email.com,"retorno, lead-frio, interessado, lead-quente, novo"
Camila Gomes,5578992067773,05339325561,camila.gomes595@email.com,lead-quente
Camila Silva,5542918806611,23748185375,camila.silva621@email.com,
Camila Silva,5599976525105,43301352810,camila.silva717@email.com,"retorno, novo, interessado, lead-quente, premium"
Rafael Gomes,5580951837879,71682505195,rafael.gomes861@email.com,"novo, premium, lead-quente, vip, lead-frio"
Juliana Gomes,5596965270801,51431998394,juliana.gomes291@email.com,
Carlos Costa,5555957027712,39747295171,carlos.costa244@email.com,"retorno, lead-quente"
Carlos Silva,5559982973149,52724691345,carlos.silva924@email.com,
Rafael Gomes,5535925356397,86401443975,rafael.gomes212@email.com,"premium, novo, retorno"
Fernanda Costa,5554912455359,89625113815,fernanda.costa140@email.com,retorno
Ana Alves,5552942796092,29353820622,ana.alves486@email.com,"interessado, vip, lead-frio"
Rafael Rodrigues,5588998909670,74830034062,rafael.rodrigues537@email.com,"vip, premium"
João Alves,5557948576625,03296579244,joão.alves853@email.com,"interessado, retorno"
Fernanda Pereira,5592940501768,19163099757,fernanda.pereira880@email.com,"novo, vip, lead-frio"
Camila Ribeiro,5538994591487,53057958725,camila.ribeiro121@email.com,"lead-frio, lead-quente, vip, interessado, retorno"
Maria Gomes,5563937846195,39769526555,maria.gomes649@email.com,vip
Ana Pereira,5591952899761,47472258220,ana.pereira83@email.com,"premium, novo, lead-frio, retorno"
Bruno Santos,5550968179805,02340306728,bruno.santos850@email.com,
Rafael Lima,5560941140455,90025966551,rafael.lima366@email.com,"interessado, vip"
Ana Costa,5556946766330,29521395323,ana.costa694@email.com,"interessado, vip, novo"
Maria Gomes,5549948028219,24896691038,maria.gomes619@email.com,lead-quente
Lucas Costa,5590922810333,56145409068,lucas.costa584@email.com,"retorno, premium"
João Alves,5589970224243,62819509752,joão.alves955@email.com,
Maria Silva,5590984525328,74585216043,maria.silva504@email.com,"interessado, retorno, novo, premium"
Bruno Santos,5598971317675,94993266394,bruno.santos408@email.com,"retorno, interessado, lead-frio, premium, vip"
Bruno Silva,5567941360283,47703715393,bruno.silva686@email.com,"premium, retorno, novo"
Fernanda Ribeiro,5561941932735,14744991712,fernanda.ribeiro507@email.com,premium
Ana Ribeiro,5515941199781,05887108464,ana.ribeiro598@email.com,"vip, retorno, novo, lead-quente, interessado"
Lucas Santos,5514928066276,24028354641,lucas.santos984@email.com,
Juliana Santos,5510955269724,96788112088,juliana.santos848@email.com,"lead-frio, retorno, novo"
Rafael Lima,5575997362718,09882914246,rafael.lima791@email.com,"novo, interessado, vip"
Bruno Alves,5545948079920,93416913039,bruno.alves438@email.com,"lead-quente, novo, lead-frio, vip"
Rafael Silva,5584951598402,70617730906,rafael.silva417@email.com,"lead-frio, retorno"
João Oliveira,5533910190932,55587425919,joão.oliveira941@email.com,"interessado, lead-quente"
Rafael Lima,5536960540996,51831517561,rafael.lima979@email.com,"lead-quente, novo, vip, lead-frio, premium"
Pedro Costa,5561985591424,34569445569,pedro.costa927@email.com,
Pedro Ribeiro,5588993710991,30522175011,pedro.ribeiro836@email.com,
Carlos Gomes,5536913392658,72965631758,carlos.gomes599@email.com,premium
Camila Santos,5555935005872,54946182755,camila.santos33@email.com,"vip, premium, novo"
Lucas Pereira,5570949570111,50610352782,lucas.pereira486@email.com,"retorno, novo"
Maria Ribeiro,5585964113930,37622924157,maria.ribeiro454@email.com,"vip, lead-quente, lead-frio, interessado, retorno"
Maria Ribeiro,5590921730184,62292370220,maria.ribeiro339@email.com,
Maria Costa,5558959350775,21306066948,maria.costa564@email.com,"premium, retorno, lead-quente, vip"
Camila Alves,5517952278183,34199413297,camila.alves183@email.com,"vip, interessado, lead-quente"
Juliana Costa,5542925197436,36068850740,juliana.costa606@email.com,novo
Rafael Oliveira,5534944357428,93949869092,rafael.oliveira386@email.com,"premium, interessado, vip, lead-frio, lead-quente"
Pedro Alves,5592921333503,88072224832,pedro.alves586@email.com,"novo, lead-frio, premium, retorno, vip"
Ana Alves,5585937301957,27301070341,ana.alves153@email.com,"interessado, vip, lead-frio"
Rafael Lima,5580932836201,11242253293,rafael.lima907@email.com,"vip, retorno"
João Lima,5543942796663,63241899081,joão.lima480@email.com,
Juliana Gomes,5570952139172,92776660035,juliana.gomes567@email.com,
Bruno Lima,5572987747169,22903919112,bruno.lima923@email.com,"retorno, premium, vip, novo, lead-frio"
Ana Pereira,5577953642543,22312579465,ana.pereira55@email.com,"retorno, lead-quente"
Ana Pereira,5515932401229,05470639757,ana.pereira788@email.com,"premium, lead-frio"
Lucas Rodrigues,5533973649799,04266345590,lucas.rodrigues611@email.com,"retorno, novo, premium"
Pedro Costa,5548978999754,58864694448,pedro.costa921@email.com,"vip, novo"
João Oliveira,5524962873192,32550495751,joão.oliveira480@email.com,"lead-frio, lead-quente"
Carlos Rodrigues,5527941792245,01239575000,carlos.rodrigues166@email.com,"interessado, lead-quente, lead-frio, retorno, vip"
Lucas Costa,5532973902276,19357990426,lucas.costa710@email.com,"lead-frio, vip, lead-quente, novo, retorno"
João Ribeiro,5555917225732,19263616537,joão.ribeiro944@email.com,
Camila Ribeiro,5588922693098,99250753059,camila.ribeiro160@email.com,
Pedro Alves,5571984662219,47067791563,pedro.alves52@email.com,"retorno, vip, lead-frio"
João Lima,5521948713209,38164917944,joão.lima682@email.com,"vip, lead-quente, retorno, lead-frio"
Juliana Gomes,5539912847669,96323422667,juliana.gomes447@email.com,"premium, interessado, vip"
Camila Costa,5550973241607,26392872634,camila.costa101@email.com,"novo, interessado, lead-frio, premium, retorno"
Pedro Santos,5540921304324,09240398391,pedro.santos799@email.com,
João Costa,5574914525139,84069481464,joão.costa968@email.com,"retorno, vip, lead-frio, interessado"
Carlos Pereira,5555991632832,62750791241,carlos.pereira230@email.com,"lead-quente, retorno, premium, vip"
Pedro Santos,5558975041750,07485972989,pedro.santos463@email.com,"lead-quente, interessado, lead-frio, novo, retorno"
Pedro Pereira,5554914136664,51901862405,pedro.pereira619@email.com,
Bruno Pereira,5531940564667,09233569021,bruno.pereira935@email.com,lead-frio
Pedro Santos,5555934526749,68798922508,pedro.santos177@email.com,novo
Rafael Costa,5557991263267,18846815520,rafael.costa285@email.com,"lead-quente, novo, retorno"
Bruno Santos,5580941981514,92173110055,bruno.santos97@email.com,"premium, interessado, retorno, lead-quente"
Pedro Oliveira,5510999131802,50613729860,pedro.oliveira66@email.com,"retorno, interessado, lead-quente, lead-frio"
Rafael Silva,5587972946889,69877131137,rafael.silva201@email.com,"novo, lead-quente"
Ana Rodrigues,5585973233305,27033812381,ana.rodrigues680@email.com,"novo, interessado, vip, lead-frio, lead-quente"
Fernanda Pereira,5525974103187,97459629751,fernanda.pereira813@email.com,interessado
Juliana Alves,5594957689806,95537672629,juliana.alves650@email.com,"interessado, novo, vip"
Fernanda Rodrigues,5522976809462,24389196191,fernanda.rodrigues425@email.com,"novo, retorno, interessado, vip"
Ana Costa,5584912065664,20410011769,ana.costa777@email.com,"lead-quente, vip, lead-frio"
Juliana Pereira,5583952869597,52132934699,juliana.pereira687@email.com,"premium, vip, retorno"
Fernanda Alves,5576922992686,69088387214,fernanda.alves117@email.com,"retorno, novo, interessado"
Carlos Pereira,5551966391573,69934954449,carlos.pereira802@email.com,"vip, retorno, lead-quente, novo, lead-frio"
Rafael Pereira,5525983643750,24099353242,rafael.pereira438@email.com,retorno
Juliana Costa,5524959723691,01113146588,juliana.costa643@email.com,"lead-quente, lead-frio"
João Gomes,5565929466505,57657611923,joão.gomes988@email.com,
João Silva,5511966092378,83641980217,joão.silva802@email.com,"lead-quente, interessado, vip, retorno"
Camila Oliveira,5545920356932,58870130686,camila.oliveira2@email.com,
Camila Pereira,5555932342283,42662285787,camila.pereira882@email.com,"novo, lead-quente, vip, retorno, premium"
Camila Ribeiro,5523957878376,88488830007,camila.ribeiro997@email.com,"interessado, lead-quente"
Pedro Lima,5592995491757,08643354707,pedro.lima149@email.com,"retorno, lead-quente, lead-frio, vip, novo"
Carlos Costa,5546966431491,17482503503,carlos.costa700@email.com,"lead-frio, premium, novo, interessado, vip"
Ana Lima,5527941494400,36092816983,ana.lima303@email.com,"premium, retorno, novo, interessado, vip"
João Lima,5548939884526,82616077757,joão.lima981@email.com,
Maria Ribeiro,5592948798004,53412269951,maria.ribeiro50@email.com,retorno
João Silva,5588956099275,89037097860,joão.silva253@email.com,
Fernanda Pereira,5563916136178,82498092882,fernanda.pereira914@email.com,"premium, lead-quente, retorno, vip, interessado"
Fernanda Lima,5583919024714,22828273668,fernanda.lima291@email.com,"novo, vip"
João Oliveira,5558924924506,38025049601,joão.oliveira625@email.com,"interessado, vip"
Lucas Silva,5576913542145,93513735793,lucas.silva11@email.com,"premium, lead-frio, novo, vip"
Rafael Gomes,5585944879333,16588791135,rafael.gomes943@email.com,"premium, vip, retorno, lead-quente, lead-frio"
Bruno Lima,5577915504196,48302301197,bruno.lima35@email.com,"premium, lead-frio"
Juliana Silva,5517917495280,35914022597,juliana.silva958@email.com,"retorno, premium, novo"
Pedro Silva,5543929659864,96354068211,pedro.silva809@email.com,"premium, retorno, lead-frio"
Bruno Lima,5549999064362,26995630120,bruno.lima305@email.com,"novo, vip, premium, lead-quente, lead-frio"
Lucas Santos,5574936657531,18276053762,lucas.santos916@email.com,vip
Juliana Ribeiro,5545982638077,62022289689,juliana.ribeiro141@email.com,
Carlos Oliveira,5533950589799,08541951130,carlos.oliveira461@email.com,
João Alves,5538975976040,21179723091,joão.alves877@email.com,
Fernanda Silva,5531979206870,39871919644,fernanda.silva541@email.com,"vip, retorno"
Juliana Lima,5584931326122,98386015954,juliana.lima652@email.com,"premium, retorno"
Bruno Alves,5518974863668,74111474927,bruno.alves594@email.com,"retorno, premium, interessado"
Camila Lima,5587935123405,81954920143,camila.lima176@email.com,
Ana Oliveira,5592990753424,12182916474,ana.oliveira296@email.com,
Rafael Costa,5559920439511,51523090746,rafael.costa319@email.com,"lead-frio, premium, lead-quente, interessado, retorno"
Bruno Costa,5598977502175,11055993771,bruno.costa550@email.com,"novo, premium, lead-frio"
João Pereira,5534990228125,49154839832,joão.pereira235@email.com,"retorno, novo, interessado, lead-quente, premium"
Lucas Oliveira,5568929331712,96406810556,lucas.oliveira244@email.com,novo
Pedro Rodrigues,5580956746446,42160943369,pedro.rodrigues303@email.com,"novo, lead-quente, premium"
Fernanda Gomes,5547961012298,86642189826,fernanda.gomes922@email.com,"interessado, lead-quente, novo, premium, retorno"
Carlos Ribeiro,5530930532005,41178430963,carlos.ribeiro937@email.com,"novo, interessado"
João Rodrigues,5566993910781,29918303719,joão.rodrigues971@email.com,
Juliana Gomes,5551992006387,16592389843,juliana.gomes197@email.com,"novo, interessado, vip, lead-frio, lead-quente"
Ana Ribeiro,5546919022792,20173171700,ana.ribeiro581@email.com,"premium, vip, lead-quente, lead-frio"
Maria Pereira,5515994911277,78745422144,maria.pereira765@email.com,"retorno, premium"
Bruno Silva,5593937532008,55716411338,bruno.silva280@email.com,"vip, premium, lead-quente, novo, retorno"
Rafael Santos,5540960315846,11472270994,rafael.santos273@email.com,"interessado, vip, retorno, premium"
Bruno Lima,5552926377102,86645474801,bruno.lima436@email.com,lead-quente
Fernanda Santos,5585990774404,84952322612,fernanda.santos500@email.com,novo
Camila Lima,5558974655090,70366839424,camila.lima945@email.com,
Pedro Silva,5593974840695,94653613739,pedro.silva809@email.com,
Carlos Rodrigues,5536976589985,68768898883,carlos.rodrigues271@email.com,"novo, lead-frio"
Ana Santos,5541999778420,92104175577,ana.santos886@email.com,
Rafael Alves,5565928146964,28656827880,rafael.alves773@email.com,"lead-frio, lead-quente, interessado, vip, premium"
Maria Oliveira,5544914257154,93638916082,maria.oliveira468@email.com,"lead-quente, premium"
Camila Lima,5526982847368,36612536187,camila.lima226@email.com,
Camila Costa,5533911538881,79359540154,camila.costa620@email.com,"interessado, premium"
Bruno Oliveira,5562934244415,35206006719,bruno.oliveira20@email.com,retorno
Carlos Oliveira,5511989579107,38583525813,carlos.oliveira514@email.com,"premium, novo, lead-quente, interessado"
Bruno Silva,5580919107588,71945820389,bruno.silva719@email.com,"interessado, lead-quente, lead-frio, retorno, vip"
Carlos Gomes,5575965785356,89843891675,carlos.gomes201@email.com,
Ana Lima,5512922013410,84307261142,ana.lima568@email.com,"novo, vip, retorno, lead-frio, interessado"
João Lima,5570930843641,50221011071,joão.lima437@email.com,"vip, lead-frio, interessado"
Carlos Costa,5560932807176,88045054597,carlos.costa427@email.com,lead-quente
Carlos Santos,5546917837295,44909055342,carlos.santos623@email.com,"lead-quente, vip, lead-frio"
Juliana Costa,5530945253154,54235019888,juliana.costa275@email.com,"lead-quente, lead-frio, retorno, novo"
Bruno Lima,5584927428623,09479871121,bruno.lima76@email.com,"premium, novo"
Lucas Lima,5538944765142,42362081017,lucas.lima914@email.com,"premium, lead-frio"
Carlos Costa,5559990636037,83369220981,carlos.costa126@email.com,novo
Fernanda Silva,5576953491927,00575353790,fernanda.silva854@email.com,
Juliana Ribeiro,5546933091059,49643472771,juliana.ribeiro789@email.com,
Ana Ribeiro,5587968803013,92298120539,ana.ribeiro306@email.com,"lead-quente, novo, premium, vip, interessado"
Fernanda Alves,5568975373469,77452356061,fernanda.alves664@email.com,"lead-quente, lead-frio, vip, novo"
Camila Santos,5596950748689,80720975808,camila.santos931@email.com,"interessado, retorno, vip, lead-quente, novo"
Fernanda Alves,5567925116870,31364460104,fernanda.alves787@email.com,"premium, lead-frio, novo, interessado, lead-quente"
Pedro Ribeiro,5542972925085,76274207427,pedro.ribeiro129@email.com,lead-quente
Maria Lima,5579938062953,94792163795,maria.lima34@email.com,"premium, lead-frio"
Ana Alves,5557943638440,43283502847,ana.alves959@email.com,retorno
Rafael Ribeiro,5585997383350,35683392581,rafael.ribeiro886@email.com,
João Silva,5513913585292,60173145814,joão.silva433@email.com,novo
Fernanda Oliveira,5554923413628,45645757757,fernanda.oliveira198@email.com,retorno
Fernanda Costa,5518924149480,62853534995,fernanda.costa658@email.com,"lead-frio, lead-quente"
Lucas Alves,5536927885196,53870597023,lucas.alves805@email.com,
Maria Silva,5537910933955,17875549116,maria.silva173@email.com,
Pedro Lima,5560913010886,36693270079,pedro.lima969@email.com,"lead-quente, lead-frio, vip, retorno, novo"
Ana Oliveira,5528930137124,39040178788,ana.oliveira861@email.com,"lead-quente, retorno"
Lucas Lima,5556958493722,44778458534,lucas.lima48@email.com,"vip, retorno"
Rafael Oliveira,5534960782857,29104309882,rafael.oliveira893@email.com,"novo, interessado, lead-frio, lead-quente"
Rafael Rodrigues,5532919640153,35701980339,rafael.rodrigues391@email.com,
João Ribeiro,5574952950976,46304615042,joão.ribeiro730@email.com,retorno
Carlos Santos,5564958923210,48479827957,carlos.santos718@email.com,"vip, retorno, interessado"
Lucas Silva,5580927538259,66534376247,lucas.silva422@email.com,lead-frio
Maria Oliveira,5557920663020,72164243070,maria.oliveira720@email.com,"novo, interessado, lead-quente, vip, retorno"
Juliana Costa,5544919745922,67796831879,juliana.costa529@email.com,
João Lima,5545959253087,38775615884,joão.lima362@email.com,"interessado, premium, vip, lead-quente"
Fernanda Gomes,5571925639830,60409301444,fernanda.gomes202@email.com,"interessado, lead-frio"
Maria Rodrigues,5556985234758,95748543458,maria.rodrigues164@email.com,"premium, retorno, vip, novo, lead-quente"
Lucas Santos,5586964185350,69615855227,lucas.santos813@email.com,"lead-quente, retorno, interessado"
Carlos Santos,5528961821701,31743080870,carlos.santos746@email.com,
Lucas Silva,5542956060198,24064975339,lucas.silva332@email.com,lead-frio
Pedro Alves,5566992114418,07980119501,pedro.alves536@email.com,"vip, premium, retorno"
Ana Alves,5555990878111,80324070084,ana.alves53@email.com,"novo, premium, lead-frio"
Rafael Costa,5553923744928,85234092634,rafael.costa835@email.com,"novo, lead-frio, vip, retorno"
Lucas Santos,5529999457175,38542260406,lucas.santos739@email.com,"novo, lead-frio, vip"
Bruno Gomes,5524979893636,16495066077,bruno.gomes72@email.com,
Bruno Ribeiro,5522940796237,65583055923,bruno.ribeiro359@email.com,"lead-frio, retorno"
Pedro Alves,5598984676836,79643881800,pedro.alves574@email.com,"lead-frio, retorno, interessado, premium, vip"
Bruno Alves,5554977287099,71264662172,bruno.alves718@email.com,"vip, lead-quente"
Camila Gomes,5531919804871,84769276249,camila.gomes410@email.com,vip
Carlos Silva,5538953272816,35987123650,carlos.silva481@email.com,"novo, lead-quente, retorno"
Juliana Silva,5535996134746,33423841920,juliana.silva523@email.com,lead-quente
Camila Ribeiro,5550966380426,00346526646,camila.ribeiro976@email.com,"lead-quente, premium, interessado, lead-frio, novo"
Fernanda Costa,5589911867803,45854308441,fernanda.costa341@email.com,
Juliana Ribeiro,5536961547675,55814330118,juliana.ribeiro933@email.com,
Lucas Santos,5533972688644,21883780744,lucas.santos594@email.com,"premium, novo, retorno"
Pedro Ribeiro,5590955066157,71058686296,pedro.ribeiro528@email.com,"vip, lead-quente, premium, retorno, lead-frio"
Ana Gomes,5566982490324,82579819444,ana.gomes490@email.com,"retorno, premium, vip, lead-quente, interessado"
Juliana Rodrigues,5598938262350,78363919190,juliana.rodrigues511@email.com,
Ana Santos,5592979052598,39043696867,ana.santos798@email.com,"premium, lead-frio"
Rafael Gomes,5584969195088,33880660660,rafael.gomes465@email.com,
Pedro Costa,5529915039745,91815331700,pedro.costa375@email.com,"retorno, novo, vip, lead-quente, interessado"
Lucas Oliveira,5575990052460,84905731492,lucas.oliveira820@email.com,
Ana Rodrigues,5599969807484,34314631593,ana.rodrigues789@email.com,"lead-quente, lead-frio, novo, retorno"
Bruno Santos,5569911532218,75549499305,bruno.santos545@email.com,"retorno, lead-frio, premium, novo, vip"
Fernanda Alves,5592922304761,12900374012,fernanda.alves778@email.com,"retorno, lead-frio, premium"
Juliana Oliveira,5570953957335,62013414131,juliana.oliveira237@email.com,
João Silva,5513939334854,91291256766,joão.silva40@email.com,"vip, retorno, novo"
Ana Pereira,5529934865319,62327387793,ana.pereira166@email.com,"interessado, lead-quente, novo, lead-frio, vip"
Rafael Rodrigues,5580924396050,61413103581,rafael.rodrigues171@email.com,
Fernanda Gomes,5555949434876,91029308004,fernanda.gomes684@email.com,"lead-quente, novo, retorno, vip"
Bruno Rodrigues,5517944935253,55125000294,bruno.rodrigues932@email.com,"novo, interessado, retorno"
Maria Costa,5590987506648,47097708445,maria.costa446@email.com,premium
Fernanda Costa,5576980938901,90157692462,fernanda.costa758@email.com,
João Gomes,5567984163892,71580188337,joão.gomes359@email.com,"lead-frio, lead-quente, interessado, vip"
Ana Pereira,5557973669547,35941334630,ana.pereira30@email.com,
Rafael Gomes,5523981300740,66047491009,rafael.gomes35@email.com,"vip, lead-quente"
Pedro Alves,5565914273828,14923783683,pedro.alves371@email.com,"lead-quente, interessado"
Lucas Ribeiro,5583972312674,42064828369,lucas.ribeiro139@email.com,premium
Rafael Oliveira,5528969083418,27447982897,rafael.oliveira808@email.com,"vip, premium, retorno, novo, interessado"
Bruno Alves,5522967393541,81929509103,bruno.alves608@email.com,"lead-frio, vip, retorno, lead-quente, premium"
Pedro Alves,5593959119179,03804491622,pedro.alves223@email.com,"lead-frio, premium, novo, lead-quente, vip"
Juliana Alves,5599981731989,33912221292,juliana.alves538@email.com,"lead-quente, premium, interessado, lead-frio, novo"
Ana Lima,5544945998945,82388329496,ana.lima656@email.com,"novo, retorno, lead-frio, premium"
João Pereira,5573963334848,15204295850,joão.pereira453@email.com,"vip, interessado, lead-frio"
Lucas Costa,5584958296452,94683162848,lucas.costa349@email.com,"retorno, lead-quente, interessado"
Rafael Gomes,5570974604815,06465306934,rafael.gomes418@email.com,"premium, interessado, lead-quente, retorno, vip"
Bruno Costa,5515998454296,27513258699,bruno.costa488@email.com,interessado
Juliana Gomes,5559916322243,21576101953,juliana.gomes867@email.com,
Lucas Oliveira,5534969043500,26939154851,lucas.oliveira118@email.com,
Carlos Costa,5539995182800,42098019891,carlos.costa526@email.com,"premium, lead-quente, novo"
Juliana Ribeiro,5546912287227,69555016101,juliana.ribeiro621@email.com,"novo, interessado, lead-frio, retorno"
João Pereira,5582994507480,23250940588,joão.pereira351@email.com,"novo, retorno, interessado, lead-frio"
Bruno Gomes,5537947747682,62342892502,bruno.gomes790@email.com,"novo, vip, lead-frio"
Rafael Rodrigues,5585977733196,67933986236,rafael.rodrigues884@email.com,vip
